Store,Date,Temperature,Fuel_Price,MarkDown1,MarkDown2,MarkDown3,MarkDown4,MarkDown5,CPI,Unemployment,IsHoliday
2,5/7/2010,71.28,2.835,NA,NA,NA,NA,NA,210.0011018,8.2,FALSE
2,5/14/2010,73.31,2.854,NA,NA,NA,NA,NA,209.9984585,8.2,FALSE
2,5/21/2010,74.83,2.826,NA,NA,NA,NA,NA,210.2768443,8.2,FALSE
2,5/28/2010,81.13,2.759,NA,NA,NA,NA,NA,210.5552301,8.2,FALSE
2,6/4/2010,81.81,2.705,NA,NA,NA,NA,NA,210.833616,8.2,FALSE
2,6/11/2010,83.4,2.668,NA,NA,NA,NA,NA,211.1120018,8.2,FALSE
2,6/18/2010,85.81,2.637,NA,NA,NA,NA,NA,211.1096543,8.2,FALSE
2,6/25/2010,86.26,2.653,NA,NA,NA,NA,NA,210.9950134,8.2,FALSE
2,7/2/2010,82.74,2.669,NA,NA,NA,NA,NA,210.8803726,8.099,FALSE
2,7/9/2010,82.59,2.642,NA,NA,NA,NA,NA,210.7657317,8.099,FALSE
2,7/16/2010,85.32,2.623,NA,NA,NA,NA,NA,210.7577954,8.099,FALSE
2,7/23/2010,87.66,2.608,NA,NA,NA,NA,NA,210.8921319,8.099,FALSE
2,7/30/2010,83.49,2.64,NA,NA,NA,NA,NA,211.0264684,8.099,FALSE
2,8/6/2010,89.53,2.627,NA,NA,NA,NA,NA,211.1608049,8.099,FALSE
2,8/13/2010,89.05,2.692,NA,NA,NA,NA,NA,211.2951413,8.099,FALSE
2,8/20/2010,88.7,2.664,NA,NA,NA,NA,NA,211.2596586,8.099,FALSE
2,8/27/2010,87.12,2.619,NA,NA,NA,NA,NA,211.2241759,8.099,FALSE
2,9/3/2010,81.83,2.577,NA,NA,NA,NA,NA,211.1886931,8.099,FALSE
2,9/10/2010,79.09,2.565,NA,NA,NA,NA,NA,211.1532104,8.099,TRUE
2,9/17/2010,82.05,2.582,NA,NA,NA,NA,NA,211.1806415,8.099,FALSE
2,9/24/2010,81.79,2.624,NA,NA,NA,NA,NA,211.2552578,8.099,FALSE
2,10/1/2010,69.24,2.603,NA,NA,NA,NA,NA,211.3298742,8.163,FALSE
2,10/8/2010,63.19,2.633,NA,NA,NA,NA,NA,211.4044906,8.163,FALSE
2,10/15/2010,65.8,2.72,NA,NA,NA,NA,NA,211.4713286,8.163,FALSE
2,10/22/2010,68.5,2.725,NA,NA,NA,NA,NA,211.5187208,8.163,FALSE
2,10/29/2010,66.24,2.716,NA,NA,NA,NA,NA,211.5661131,8.163,FALSE
2,11/5/2010,57.85,2.689,NA,NA,NA,NA,NA,211.6135053,8.163,FALSE
2,11/12/2010,59.69,2.728,NA,NA,NA,NA,NA,211.6608975,8.163,FALSE
2,11/19/2010,50.81,2.771,NA,NA,NA,NA,NA,211.5470304,8.163,FALSE
2,11/26/2010,62.98,2.735,NA,NA,NA,NA,NA,211.4062867,8.163,TRUE
2,12/3/2010,49.33,2.708,NA,NA,NA,NA,NA,211.265543,8.163,FALSE
2,12/10/2010,45.5,2.843,NA,NA,NA,NA,NA,211.1247993,8.163,FALSE
2,12/17/2010,47.55,2.869,NA,NA,NA,NA,NA,211.0645458,8.163,FALSE
2,12/24/2010,49.97,2.886,NA,NA,NA,NA,NA,211.0646599,8.163,FALSE
2,12/31/2010,47.3,2.943,NA,NA,NA,NA,NA,211.064774,8.163,TRUE
3,2/5/2010,45.71,2.572,NA,NA,NA,NA,NA,214.4248812,7.368,FALSE
3,2/12/2010,47.93,2.548,NA,NA,NA,NA,NA,214.5747916,7.368,TRUE
3,2/19/2010,47.07,2.514,NA,NA,NA,NA,NA,214.6198868,7.368,FALSE
3,2/26/2010,52.05,2.561,NA,NA,NA,NA,NA,214.6475127,7.368,FALSE
3,3/5/2010,53.04,2.625,NA,NA,NA,NA,NA,214.6751386,7.368,FALSE
3,3/12/2010,63.08,2.667,NA,NA,NA,NA,NA,214.7027646,7.368,FALSE
3,3/19/2010,60.42,2.72,NA,NA,NA,NA,NA,214.5301219,7.368,FALSE
3,3/26/2010,57.06,2.732,NA,NA,NA,NA,NA,214.3241011,7.368,FALSE
3,4/2/2010,65.56,2.719,NA,NA,NA,NA,NA,214.1180803,7.343,FALSE
3,4/9/2010,68,2.77,NA,NA,NA,NA,NA,213.9120595,7.343,FALSE
3,4/16/2010,66.98,2.808,NA,NA,NA,NA,NA,213.7726889,7.343,FALSE
3,4/23/2010,67.87,2.795,NA,NA,NA,NA,NA,213.7221852,7.343,FALSE
3,4/30/2010,70.24,2.78,NA,NA,NA,NA,NA,213.6716815,7.343,FALSE
3,5/7/2010,73.47,2.835,NA,NA,NA,NA,NA,213.6211778,7.343,FALSE
3,5/14/2010,77.18,2.854,NA,NA,NA,NA,NA,213.6196139,7.343,FALSE
3,5/21/2010,75.81,2.826,NA,NA,NA,NA,NA,213.9116886,7.343,FALSE
3,5/28/2010,78.6,2.759,NA,NA,NA,NA,NA,214.2037634,7.343,FALSE
3,6/4/2010,78.53,2.705,NA,NA,NA,NA,NA,214.4958382,7.343,FALSE
3,6/11/2010,82.1,2.668,NA,NA,NA,NA,NA,214.787913,7.343,FALSE
3,6/18/2010,83.52,2.637,NA,NA,NA,NA,NA,214.7858259,7.343,FALSE
3,6/25/2010,83.79,2.653,NA,NA,NA,NA,NA,214.6660741,7.343,FALSE
3,7/2/2010,82.2,2.669,NA,NA,NA,NA,NA,214.5463222,7.346,FALSE
3,7/9/2010,81.75,2.642,NA,NA,NA,NA,NA,214.4265704,7.346,FALSE
3,7/16/2010,84.32,2.623,NA,NA,NA,NA,NA,214.4176476,7.346,FALSE
3,7/23/2010,83.32,2.608,NA,NA,NA,NA,NA,214.5564968,7.346,FALSE
3,7/30/2010,82.04,2.64,NA,NA,NA,NA,NA,214.695346,7.346,FALSE
3,8/6/2010,85.13,2.627,NA,NA,NA,NA,NA,214.8341952,7.346,FALSE
3,8/13/2010,86.74,2.692,NA,NA,NA,NA,NA,214.9730444,7.346,FALSE
3,8/20/2010,88.02,2.664,NA,NA,NA,NA,NA,214.9314191,7.346,FALSE
3,8/27/2010,86.15,2.619,NA,NA,NA,NA,NA,214.8897938,7.346,FALSE
3,9/3/2010,84.16,2.577,NA,NA,NA,NA,NA,214.8481685,7.346,FALSE
3,9/10/2010,80.84,2.565,NA,NA,NA,NA,NA,214.8065431,7.346,TRUE
3,9/17/2010,82.36,2.582,NA,NA,NA,NA,NA,214.8322484,7.346,FALSE
3,9/24/2010,76.9,2.624,NA,NA,NA,NA,NA,214.9084516,7.346,FALSE
3,10/1/2010,73.6,2.603,NA,NA,NA,NA,NA,214.9846548,7.564,FALSE
3,10/8/2010,66.99,2.633,NA,NA,NA,NA,NA,215.060858,7.564,FALSE
3,10/15/2010,69.71,2.72,NA,NA,NA,NA,NA,215.1293114,7.564,FALSE
3,10/22/2010,71.64,2.725,NA,NA,NA,NA,NA,215.17839,7.564,FALSE
3,10/29/2010,72.04,2.716,NA,NA,NA,NA,NA,215.2274686,7.564,FALSE
3,11/5/2010,62.94,2.689,NA,NA,NA,NA,NA,215.2765472,7.564,FALSE
3,11/12/2010,62.79,2.728,NA,NA,NA,NA,NA,215.3256258,7.564,FALSE
3,11/19/2010,57.72,2.771,NA,NA,NA,NA,NA,215.2074519,7.564,FALSE
3,11/26/2010,68.71,2.735,NA,NA,NA,NA,NA,215.0614025,7.564,TRUE
3,12/3/2010,53.76,2.708,NA,NA,NA,NA,NA,214.9153531,7.564,FALSE
3,12/10/2010,51.13,2.843,NA,NA,NA,NA,NA,214.7693037,7.564,FALSE
3,12/17/2010,52.2,2.869,NA,NA,NA,NA,NA,214.704919,7.564,FALSE
3,12/24/2010,57.16,2.886,NA,NA,NA,NA,NA,214.7017828,7.564,FALSE
3,12/31/2010,53.2,2.943,NA,NA,NA,NA,NA,214.6986466,7.564,TRUE
4,2/5/2010,43.76,2.598,NA,NA,NA,NA,NA,126.4420645,8.623,FALSE
4,2/12/2010,28.84,2.573,NA,NA,NA,NA,NA,126.4962581,8.623,TRUE
4,2/19/2010,36.45,2.54,NA,NA,NA,NA,NA,126.5262857,8.623,FALSE
4,2/26/2010,41.36,2.59,NA,NA,NA,NA,NA,126.5522857,8.623,FALSE
4,3/5/2010,43.49,2.654,NA,NA,NA,NA,NA,126.5782857,8.623,FALSE
4,3/12/2010,49.63,2.704,NA,NA,NA,NA,NA,126.6042857,8.623,FALSE
4,3/19/2010,55.19,2.743,NA,NA,NA,NA,NA,126.6066452,8.623,FALSE
4,3/26/2010,39.91,2.752,NA,NA,NA,NA,NA,126.6050645,8.623,FALSE
4,4/2/2010,48.77,2.74,NA,NA,NA,NA,NA,126.6034839,7.896,FALSE
4,4/9/2010,54.16,2.773,NA,NA,NA,NA,NA,126.6019032,7.896,FALSE
4,4/16/2010,56.23,2.81,NA,NA,NA,NA,NA,126.5621,7.896,FALSE
4,4/23/2010,56.87,2.805,NA,NA,NA,NA,NA,126.4713333,7.896,FALSE
4,4/30/2010,53.04,2.787,NA,NA,NA,NA,NA,126.3805667,7.896,FALSE
4,5/7/2010,56.77,2.836,NA,NA,NA,NA,NA,126.2898,7.896,FALSE
4,5/14/2010,62.35,2.845,NA,NA,NA,NA,NA,126.2085484,7.896,FALSE
4,5/21/2010,67.4,2.82,NA,NA,NA,NA,NA,126.1843871,7.896,FALSE
4,5/28/2010,67.73,2.756,NA,NA,NA,NA,NA,126.1602258,7.896,FALSE
4,6/4/2010,70.83,2.701,NA,NA,NA,NA,NA,126.1360645,7.896,FALSE
4,6/11/2010,78.45,2.668,NA,NA,NA,NA,NA,126.1119032,7.896,FALSE
4,6/18/2010,81.53,2.635,NA,NA,NA,NA,NA,126.114,7.896,FALSE
4,6/25/2010,81.1,2.654,NA,NA,NA,NA,NA,126.1266,7.896,FALSE
4,7/2/2010,73.66,2.668,NA,NA,NA,NA,NA,126.1392,7.372,FALSE
4,7/9/2010,80.35,2.637,NA,NA,NA,NA,NA,126.1518,7.372,FALSE
4,7/16/2010,78.53,2.621,NA,NA,NA,NA,NA,126.1498065,7.372,FALSE
4,7/23/2010,79.78,2.612,NA,NA,NA,NA,NA,126.1283548,7.372,FALSE
4,7/30/2010,80.7,2.65,NA,NA,NA,NA,NA,126.1069032,7.372,FALSE
4,8/6/2010,76.53,2.64,NA,NA,NA,NA,NA,126.0854516,7.372,FALSE
4,8/13/2010,78.08,2.698,NA,NA,NA,NA,NA,126.064,7.372,FALSE
4,8/20/2010,78.83,2.671,NA,NA,NA,NA,NA,126.0766452,7.372,FALSE
4,8/27/2010,74.44,2.621,NA,NA,NA,NA,NA,126.0892903,7.372,FALSE
4,9/3/2010,76.8,2.584,NA,NA,NA,NA,NA,126.1019355,7.372,FALSE
4,9/10/2010,73.54,2.574,NA,NA,NA,NA,NA,126.1145806,7.372,TRUE
4,9/17/2010,64.91,2.594,NA,NA,NA,NA,NA,126.1454667,7.372,FALSE
4,9/24/2010,60.96,2.642,NA,NA,NA,NA,NA,126.1900333,7.372,FALSE
4,10/1/2010,63.96,2.619,NA,NA,NA,NA,NA,126.2346,7.127,FALSE
4,10/8/2010,67.73,2.645,NA,NA,NA,NA,NA,126.2791667,7.127,FALSE
4,10/15/2010,62.03,2.732,NA,NA,NA,NA,NA,126.3266774,7.127,FALSE
4,10/22/2010,64.17,2.736,NA,NA,NA,NA,NA,126.3815484,7.127,FALSE
4,10/29/2010,56.94,2.718,NA,NA,NA,NA,NA,126.4364194,7.127,FALSE
4,11/5/2010,51.6,2.699,NA,NA,NA,NA,NA,126.4912903,7.127,FALSE
4,11/12/2010,52.65,2.741,NA,NA,NA,NA,NA,126.5461613,7.127,FALSE
4,11/19/2010,48.05,2.78,NA,NA,NA,NA,NA,126.6072,7.127,FALSE
4,11/26/2010,48.08,2.752,NA,NA,NA,NA,NA,126.6692667,7.127,TRUE
4,12/3/2010,46.4,2.727,NA,NA,NA,NA,NA,126.7313333,7.127,FALSE
4,12/10/2010,42.4,2.86,NA,NA,NA,NA,NA,126.7934,7.127,FALSE
4,12/17/2010,46.57,2.884,NA,NA,NA,NA,NA,126.8794839,7.127,FALSE
4,12/24/2010,43.21,2.887,NA,NA,NA,NA,NA,126.9835806,7.127,FALSE
4,12/31/2010,38.09,2.955,NA,NA,NA,NA,NA,127.0876774,7.127,TRUE
5,2/5/2010,39.7,2.572,NA,NA,NA,NA,NA,211.6539716,6.566,FALSE
5,2/12/2010,39.81,2.548,NA,NA,NA,NA,NA,211.8004698,6.566,TRUE
5,2/19/2010,41.14,2.514,NA,NA,NA,NA,NA,211.8471283,6.566,FALSE
5,2/26/2010,46.7,2.561,NA,NA,NA,NA,NA,211.8771468,6.566,FALSE
5,3/5/2010,48.89,2.625,NA,NA,NA,NA,NA,211.9071653,6.566,FALSE
5,3/12/2010,58.5,2.667,NA,NA,NA,NA,NA,211.9371839,6.566,FALSE
5,3/19/2010,55.46,2.72,NA,NA,NA,NA,NA,211.770897,6.566,FALSE
5,3/26/2010,52.47,2.732,NA,NA,NA,NA,NA,211.5718925,6.566,FALSE
5,4/2/2010,63.18,2.719,NA,NA,NA,NA,NA,211.372888,6.465,FALSE
5,4/9/2010,65.19,2.77,NA,NA,NA,NA,NA,211.1738835,6.465,FALSE
5,4/16/2010,65.3,2.808,NA,NA,NA,NA,NA,211.0388528,6.465,FALSE
5,4/23/2010,65.13,2.795,NA,NA,NA,NA,NA,210.9891204,6.465,FALSE
5,4/30/2010,67.53,2.78,NA,NA,NA,NA,NA,210.939388,6.465,FALSE
5,5/7/2010,71.53,2.835,NA,NA,NA,NA,NA,210.8896556,6.465,FALSE
5,5/14/2010,74.79,2.854,NA,NA,NA,NA,NA,210.8872772,6.465,FALSE
5,5/21/2010,75.2,2.826,NA,NA,NA,NA,NA,211.169023,6.465,FALSE
5,5/28/2010,79.81,2.759,NA,NA,NA,NA,NA,211.4507688,6.465,FALSE
5,6/4/2010,79.54,2.705,NA,NA,NA,NA,NA,211.7325146,6.465,FALSE
5,6/11/2010,80.7,2.668,NA,NA,NA,NA,NA,212.0142605,6.465,FALSE
5,6/18/2010,83.91,2.637,NA,NA,NA,NA,NA,212.0119769,6.465,FALSE
5,6/25/2010,83.72,2.653,NA,NA,NA,NA,NA,211.8960815,6.465,FALSE
5,7/2/2010,81.25,2.669,NA,NA,NA,NA,NA,211.7801861,6.496,FALSE
5,7/9/2010,81.14,2.642,NA,NA,NA,NA,NA,211.6642907,6.496,FALSE
5,7/16/2010,83.98,2.623,NA,NA,NA,NA,NA,211.6561123,6.496,FALSE
5,7/23/2010,83.66,2.608,NA,NA,NA,NA,NA,211.7915565,6.496,FALSE
5,7/30/2010,82.46,2.64,NA,NA,NA,NA,NA,211.9270006,6.496,FALSE
5,8/6/2010,86.1,2.627,NA,NA,NA,NA,NA,212.0624447,6.496,FALSE
5,8/13/2010,87.41,2.692,NA,NA,NA,NA,NA,212.1978889,6.496,FALSE
5,8/20/2010,87.71,2.664,NA,NA,NA,NA,NA,212.1608984,6.496,FALSE
5,8/27/2010,87.05,2.619,NA,NA,NA,NA,NA,212.123908,6.496,FALSE
5,9/3/2010,84.06,2.577,NA,NA,NA,NA,NA,212.0869176,6.496,FALSE
5,9/10/2010,79.86,2.565,NA,NA,NA,NA,NA,212.0499271,6.496,TRUE
5,9/17/2010,82.28,2.582,NA,NA,NA,NA,NA,212.0769346,6.496,FALSE
5,9/24/2010,78.53,2.624,NA,NA,NA,NA,NA,212.1519404,6.496,FALSE
5,10/1/2010,71.1,2.603,NA,NA,NA,NA,NA,212.2269463,6.768,FALSE
5,10/8/2010,64.99,2.633,NA,NA,NA,NA,NA,212.3019522,6.768,FALSE
5,10/15/2010,68.11,2.72,NA,NA,NA,NA,NA,212.3691867,6.768,FALSE
5,10/22/2010,70.96,2.725,NA,NA,NA,NA,NA,212.4169928,6.768,FALSE
5,10/29/2010,70.58,2.716,NA,NA,NA,NA,NA,212.464799,6.768,FALSE
5,11/5/2010,58.88,2.689,NA,NA,NA,NA,NA,212.5126051,6.768,FALSE
5,11/12/2010,62.37,2.728,NA,NA,NA,NA,NA,212.5604113,6.768,FALSE
5,11/19/2010,52.52,2.771,NA,NA,NA,NA,NA,212.445487,6.768,FALSE
5,11/26/2010,66.15,2.735,NA,NA,NA,NA,NA,212.303441,6.768,TRUE
5,12/3/2010,51.31,2.708,NA,NA,NA,NA,NA,212.1613951,6.768,FALSE
5,12/10/2010,48.27,2.843,NA,NA,NA,NA,NA,212.0193491,6.768,FALSE
5,12/17/2010,51.61,2.869,NA,NA,NA,NA,NA,211.9580815,6.768,FALSE
5,12/24/2010,55.01,2.886,NA,NA,NA,NA,NA,211.9573978,6.768,FALSE
5,12/31/2010,49.79,2.943,NA,NA,NA,NA,NA,211.9567142,6.768,TRUE
6,2/5/2010,40.43,2.572,NA,NA,NA,NA,NA,212.6223518,7.259,FALSE
6,2/12/2010,40.57,2.548,NA,NA,NA,NA,NA,212.7700425,7.259,TRUE
6,2/19/2010,43.58,2.514,NA,NA,NA,NA,NA,212.8161546,7.259,FALSE
6,2/26/2010,47.1,2.561,NA,NA,NA,NA,NA,212.845337,7.259,FALSE
6,3/5/2010,49.63,2.625,NA,NA,NA,NA,NA,212.8745193,7.259,FALSE
6,3/12/2010,58.82,2.667,NA,NA,NA,NA,NA,212.9037017,7.259,FALSE
6,3/19/2010,56.55,2.72,NA,NA,NA,NA,NA,212.7351935,7.259,FALSE
6,3/26/2010,53.74,2.732,NA,NA,NA,NA,NA,212.533737,7.259,FALSE
6,4/2/2010,64.94,2.719,NA,NA,NA,NA,NA,212.3322805,7.092,FALSE
6,4/9/2010,66.15,2.77,NA,NA,NA,NA,NA,212.1308239,7.092,FALSE
6,4/16/2010,65.68,2.808,NA,NA,NA,NA,NA,211.9942765,7.092,FALSE
6,4/23/2010,64.11,2.795,NA,NA,NA,NA,NA,211.9442745,7.092,FALSE
6,4/30/2010,68.91,2.78,NA,NA,NA,NA,NA,211.8942725,7.092,FALSE
6,5/7/2010,73.68,2.835,NA,NA,NA,NA,NA,211.8442706,7.092,FALSE
6,5/14/2010,74.95,2.854,NA,NA,NA,NA,NA,211.8421769,7.092,FALSE
6,5/21/2010,74.8,2.826,NA,NA,NA,NA,NA,212.1275324,7.092,FALSE
6,5/28/2010,78.89,2.759,NA,NA,NA,NA,NA,212.412888,7.092,FALSE
6,6/4/2010,79.44,2.705,NA,NA,NA,NA,NA,212.6982436,7.092,FALSE
6,6/11/2010,81.81,2.668,NA,NA,NA,NA,NA,212.9835992,7.092,FALSE
6,6/18/2010,83.89,2.637,NA,NA,NA,NA,NA,212.9813843,7.092,FALSE
6,6/25/2010,84.2,2.653,NA,NA,NA,NA,NA,212.8641412,7.092,FALSE
6,7/2/2010,80.34,2.669,NA,NA,NA,NA,NA,212.746898,6.973,FALSE
6,7/9/2010,80.93,2.642,NA,NA,NA,NA,NA,212.6296549,6.973,FALSE
6,7/16/2010,83.75,2.623,NA,NA,NA,NA,NA,212.6212163,6.973,FALSE
6,7/23/2010,83.9,2.608,NA,NA,NA,NA,NA,212.7578505,6.973,FALSE
6,7/30/2010,81.37,2.64,NA,NA,NA,NA,NA,212.8944846,6.973,FALSE
6,8/6/2010,86.61,2.627,NA,NA,NA,NA,NA,213.0311188,6.973,FALSE
6,8/13/2010,86.83,2.692,NA,NA,NA,NA,NA,213.1677529,6.973,FALSE
6,8/20/2010,87.36,2.664,NA,NA,NA,NA,NA,213.1291427,6.973,FALSE
6,8/27/2010,85.71,2.619,NA,NA,NA,NA,NA,213.0905324,6.973,FALSE
6,9/3/2010,82.15,2.577,NA,NA,NA,NA,NA,213.0519222,6.973,FALSE
6,9/10/2010,78.78,2.565,NA,NA,NA,NA,NA,213.013312,6.973,TRUE
6,9/17/2010,81.78,2.582,NA,NA,NA,NA,NA,213.0398643,6.973,FALSE
6,9/24/2010,76.49,2.624,NA,NA,NA,NA,NA,213.1152886,6.973,FALSE
6,10/1/2010,70.69,2.603,NA,NA,NA,NA,NA,213.1907129,7.007,FALSE
6,10/8/2010,65.21,2.633,NA,NA,NA,NA,NA,213.2661373,7.007,FALSE
6,10/15/2010,68.93,2.72,NA,NA,NA,NA,NA,213.3337977,7.007,FALSE
6,10/22/2010,70.97,2.725,NA,NA,NA,NA,NA,213.3820486,7.007,FALSE
6,10/29/2010,70.39,2.716,NA,NA,NA,NA,NA,213.4302994,7.007,FALSE
6,11/5/2010,59.9,2.689,NA,NA,NA,NA,NA,213.4785503,7.007,FALSE
6,11/12/2010,62.11,2.728,NA,NA,NA,NA,NA,213.5268011,7.007,FALSE
6,11/19/2010,52.99,2.771,NA,NA,NA,NA,NA,213.4107412,7.007,FALSE
6,11/26/2010,65.79,2.735,NA,NA,NA,NA,NA,213.2672961,7.007,TRUE
6,12/3/2010,52.3,2.708,NA,NA,NA,NA,NA,213.123851,7.007,FALSE
6,12/10/2010,48.46,2.843,NA,NA,NA,NA,NA,212.9804059,7.007,FALSE
6,12/17/2010,52.24,2.869,NA,NA,NA,NA,NA,212.918049,7.007,FALSE
6,12/24/2010,55.07,2.886,NA,NA,NA,NA,NA,212.9165082,7.007,FALSE
6,12/31/2010,49.14,2.943,NA,NA,NA,NA,NA,212.9149674,7.007,TRUE
7,2/5/2010,10.53,2.58,NA,NA,NA,NA,NA,189.3816974,9.014,FALSE
7,2/12/2010,25.9,2.572,NA,NA,NA,NA,NA,189.4642725,9.014,TRUE
7,2/19/2010,27.28,2.55,NA,NA,NA,NA,NA,189.5340998,9.014,FALSE
7,2/26/2010,24.91,2.586,NA,NA,NA,NA,NA,189.6018023,9.014,FALSE
7,3/5/2010,35.86,2.62,NA,NA,NA,NA,NA,189.6695049,9.014,FALSE
7,3/12/2010,27.25,2.684,NA,NA,NA,NA,NA,189.7372075,9.014,FALSE
7,3/19/2010,29.04,2.692,NA,NA,NA,NA,NA,189.734262,9.014,FALSE
